Freq,normFlux
1899.756771161322,2.528082942902657
1899.761770521134,1.858892293244989
1899.766769880946,1.387013113122610
1899.771769240759,1.137929793148620
1899.776768600571,1.038516427413145
1899.781767960384,1.008371801291096
1899.786767320196,1.001409752471575
1899.791766680008,1.000183298970893
1899.796766039821,1.000018357471799
1899.801765399633,1.000001413489830
1899.806764759445,1.000000083185685
1899.811764119258,1.000000002522595
1899.816763479070,0.9999999962956946
1899.821762838882,0.9999999889242780
1899.826762198695,0.9999999694316156
1899.831761558507,0.9999999194275416
1899.836760918319,0.9999997971155593
1899.841760278132,0.9999995119552296
1899.846759637944,0.9999988784460940
1899.851758997757,0.9999975377458284
1899.856758357569,0.9999948357914208
1899.861757717381,0.9999896522951063
1899.866757077194,0.9999801905135395
1899.871756437006,0.9999637653712824
1899.876755796819,0.9999366643896820
1899.881755156631,0.9998941899296897
1899.886754516443,0.9998310007025452
1899.891753876256,0.9997418296756729
1899.896753236068,0.9996225492678730
1899.901752595880,0.9994713973688275
1899.906751955693,0.9992900250097070
1899.911751315505,0.9990839659936832
1899.916750675317,0.9988622399546291
1899.921750035130,0.9986360956366733
1899.926749394942,0.9984172823903722
1899.931748754754,0.9982165104181643
1899.936748114567,0.9980427259180346
1899.941747474379,0.9979034203843070
1899.946746834192,0.9978055743618007
1899.951746194004,0.9977563519126784
1899.956745553816,0.9977626574865868
1899.961744913629,0.9978292439294574
1899.966744273441,0.9979559571023232
1899.971743633253,0.9981354075322263
1899.976742993066,0.9983524191458938
1899.981742352878,0.9985859252601008
1899.986741712690,0.9988129066653704
1899.991741072503,0.9990130696556910
1899.996740432315,0.9991726944441227
1900.001739792128,0.9992865215071671
1900.006739151940,0.9993573860900036
1900.011738511752,0.9993941105227565
1900.016737871565,0.9994085897461453
1900.021737231377,0.9994129860197960
1900.026736591189,0.9994176327308516
1900.031735951002,0.9994298590413915
1900.036735310814,0.9994536536185146
1900.041734670627,0.9994899429788907
1900.046734030439,0.9995372380469255
1900.051733390251,0.9995924411816467
1900.056732750063,0.9996516580882469
1900.061732109876,0.9997109046884319
1900.066731469688,0.9997666374599823
1900.071730829501,0.9998160717464161
1900.076730189313,0.9998572875034223
1900.081729549125,0.9998891525421112
1900.086728908938,0.9999111145122055
1900.091728268750,0.9999229215068441
1900.096727628563,0.9999243277732991
1900.101726988375,0.9999148292674349
1900.106726348187,0.9998934587803214
1900.111725708000,0.9998586566416658
1900.116725067812,0.9998082232933052
1900.121724427624,0.9997393548755532
1900.126723787437,0.9996487611680845
1900.131723147249,0.9995328646333633
1900.136722507061,0.9993880777284145
1900.141721866874,0.9992111515099089
1900.146721226686,0.9989995812961723
1900.151720586498,0.9987520453112564
1900.156719946311,0.9984688413379667
1900.161719306123,0.9981522766449030
1900.166718665936,0.9978069602934111
1900.171718025748,0.9974399466342567
1900.176717385560,0.9970606859392427
1900.181716745373,0.9966807531351896
1900.186716105185,0.9963133475922265
1900.191715464998,0.9959725835283707
1900.196714824810,0.9956726183253534
1900.201714184622,0.9954266907503960
1900.206713544434,0.9952461586358632
1900.211712904247,0.9951396326781259
1900.216712264059,0.9951122978380240
1900.221711623872,0.9951654964015342
1900.226710983684,0.9952966191036611
1900.231710343496,0.9954993165338932
1900.236709703309,0.9957640071250340
1900.241709063121,0.9960786254680530
1900.246708422933,0.9964295300179621
1900.251707782746,0.9968024756682982
1900.256707142558,0.9971835555660566
1900.261706502371,0.9975600273265383
1900.266705862183,0.9979209591213941
1900.271705221995,0.9982576573185177
1900.276704581808,0.9985638652552852
1900.281703941620,0.9988357483261027
1900.286703301432,0.9990717006982229
1900.291702661245,0.9992720217303157
1900.296702021057,0.9994385150441188
1900.301701380869,0.9995740609360169
1900.306700740682,0.9996822050757513
1900.311700100494,0.9997667953611712
1900.316699460307,0.9998316865520206
1900.321698820119,0.9998805207428604
1900.326698179931,0.9999165821670659
1900.331697539744,0.9999427179498357
1900.336696899556,0.9999613123851637
1900.341696259368,0.9999743008050052
1900.346695619181,0.9999832095794894
1900.351694978993,0.9999892105733910
1900.356694338805,0.9999931808526341
1900.361693698618,0.9999957610643485
1900.366693058430,0.9999974083361167
1900.371692418242,0.9999984415400023
1900.376691778055,0.9999990782614262
1900.381691137867,0.9999994638146441
1900.386690497680,0.9999996932269852
1900.391689857492,0.9999998273707853
1900.396689217304,0.9999999044553751
1900.401688577117,0.9999999479892764
1900.406687936929,0.9999999721532835
1900.411687296742,0.9999999853361092
1900.416686656554,0.9999999924051706
1900.421686016366,0.9999999961311724
1900.426685376179,0.9999999980616550
1900.431684735991,0.9999999990448555
1900.436684095803,0.9999999995371029
1900.441683455616,0.9999999997793739
1900.446682815428,0.9999999998965947
1900.451682175240,0.9999999999523523
1900.456681535053,0.9999999999784259
1900.461680894865,0.9999999999904133
1900.466680254677,0.9999999999958317
1900.471679614490,0.9999999999982397
1900.476678974302,0.9999999999992912
1900.481678334115,0.9999999999997435
1900.486677693927,0.9999999999999343
1900.491677053739,1.000000000000013
1900.496676413552,1.000000000000046
1900.501675773364,1.000000000000059
1900.506675133176,1.000000000000064
1900.511674492989,1.000000000000066
1900.516673852801,1.000000000000067
1900.521673212613,1.000000000000067
1900.526672572426,1.000000000000067
1900.531671932238,1.000000000000067
1900.536671292051,1.000000000000067
1900.541670651863,1.000000000000067
1900.546670011675,1.000000000000067
1900.551669371488,1.000000000000068
1900.556668731300,1.000000000000067
1900.561668091112,1.000000000000067
1900.566667450925,1.000000000000067
1900.571666810737,1.000000000000068
1900.576666170550,1.000000000000067
1900.581665530362,1.000000000000067
1900.586664890174,1.000000000000067
1900.591664249986,1.000000000000067
1900.596663609799,1.000000000000067
1900.601662969611,1.000000000000067
1900.606662329424,1.000000000000067
1900.611661689236,1.000000000000067
1900.616661049048,1.000000000000067
1900.621660408861,1.000000000000067
1900.626659768673,1.000000000000067
1900.631659128486,1.000000000000067
1900.636658488298,1.000000000000067
1900.641657848110,1.000000000000067
1900.646657207923,1.000000000000067
1900.651656567735,1.000000000000067
1900.656655927547,1.000000000000067
1900.661655287360,1.000000000000067
1900.666654647172,1.000000000000067
1900.671654006984,1.000000000000067
